society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
vatika the seven lamps,0.81,sector 82,6192.0,1308.14,Super Built up area 1300(120.77 sq.m.),2,2,2,15.0,West,Relatively New,flat,1300.0,,,0,0,0,0,0,2,117,654.07
whiteland  the aspen,3.5,sector 76,11917.0,2936.98,Built Up area: 2937 (272.86 sq.m.)Carpet area: 1762 sq.ft. (163.7 sq.m.),3,4,3,8.0,,Undefined,flat,,2937.0,1762.0,0,0,0,0,0,0,0,978.9933333333333
the close north,2.75,sector 50,12500.0,2200.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,3.0,South-East,Moderately Old,flat,2605.0,2400.0,2200.0,0,1,0,0,0,0,110,733.3333333333334
m3m heights,2.79,sector 65,14168.0,1969.23,Super Built up area 1828(169.83 sq.m.),3,3,3,26.0,East,New Property,flat,1828.0,,,0,0,0,0,0,0,15,656.41
independent,5.15,sector 47,26615.0,1935.0,Plot area 215(179.77 sq.m.),3,9,3+,3.0,East,Relatively New,house,,1935.0,,0,0,1,0,0,2,75,645.0
parsvnath green ville,2.0,sector 48,7765.0,2575.66,Super Built up area 2125(197.42 sq.m.),3,3,0,15.0,,Relatively New,flat,2125.0,,,0,1,0,0,0,0,74,858.5533333333333
gls avenue 51,0.42,sector 92,6562.0,640.05,Carpet area: 640 (59.46 sq.m.),3,3,1,2.0,,Relatively New,flat,,,640.0,0,0,0,0,0,0,20,213.35
sidhartha ncr one phase,0.9,sector 95,4500.0,2000.0,Built Up area: 2000 (185.81 sq.m.),3,3,1,15.0,,Relatively New,flat,,2000.0,,0,0,0,0,0,0,60,666.6666666666666
unitech uniworld gardens,2.4,sector 47,11505.0,2086.05,Super Built up area 2086(193.8 sq.m.),3,3,3+,10.0,,Moderately Old,flat,2086.0,,,0,1,0,0,0,2,120,695.35
spaze privy,1.9,sector 72,9620.0,1975.05,Super Built up area 1975(183.48 sq.m.),3,3,3,10.0,,Moderately Old,flat,1975.0,,,0,1,0,0,0,2,31,658.35
sbtl caladium,1.8,sector 109,7072.0,2545.25,Super Built up area 2545(236.44 sq.m.)Carpet area: 1527 sq.ft. (141.86 sq.m.),3,3,3+,10.0,East,Relatively New,flat,2545.0,,1527.0,0,0,0,0,0,0,174,848.4166666666666
supertech hues,1.0,sector 68,8474.0,1180.08,Carpet area: 1180 (109.63 sq.m.),2,2,2,12.0,,New Property,flat,,,1180.0,0,0,0,0,0,0,54,590.04
emaar the palm drive,3.9,sector 66,18636.0,2092.72,Built Up area: 2200 (204.39 sq.m.),3,4,3,2.0,,Relatively New,flat,,2200.0,,0,0,0,0,0,0,0,697.5733333333333
la vida by tata housing,2.78,sector 113,11346.0,2450.2,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3,3,3,3.0,North,New Property,flat,2690.0,2599.0,2450.0,1,1,0,0,0,0,174,816.7333333333332
godrej,1.93,sector 79,8532.0,2262.07,Super Built up area 2262(210.15 sq.m.),3,4,3+,5.0,East,Relatively New,flat,2262.0,,,0,1,0,0,0,0,158,754.0233333333334
sidhartha ncr one phase,0.55,sector 95,4867.0,1130.06,Carpet area: 1130 (104.98 sq.m.),2,2,2,14.0,,New Property,flat,,,1130.0,1,0,0,0,0,0,90,565.03
tulip violet,1.92,sector 69,15360.0,1250.0,Carpet area: 1250 (116.13 sq.m.),4,4,2,0.0,South,Relatively New,flat,,,1250.0,0,0,0,0,0,0,174,312.5
m3m heights,1.9,sector 65,15000.0,1266.67,Super Built up area 1261(117.15 sq.m.),2,2,3,4.0,,Under Construction,flat,1261.0,,,0,0,0,0,0,0,54,633.335
adani oyster greens,1.9,sector 102,10058.0,1889.04,Carpet area: 1889 (175.49 sq.m.),3,3,3+,9.0,North-East,Relatively New,flat,,,1889.0,1,0,1,1,0,0,0,629.68
sidhartha ncr greens,0.6,sector 95,5576.0,1076.04,Super Built up area 1076(99.96 sq.m.),2,2,2,14.0,,Relatively New,flat,1076.0,,,1,0,0,0,0,0,31,538.02
pyramid urban homes 2,0.41,sector 86,6905.0,593.77,Carpet area: 601 (55.83 sq.m.),2,2,1,3.0,West,Relatively New,flat,,,601.0,0,0,0,0,0,0,63,296.885
dlf regency park,2.26,sector 28,13696.0,1650.12,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,19.0,East,Old Property,flat,1777.0,1700.0,1650.0,0,1,0,0,0,0,158,550.04
shapoorji pallonji joyville gurugram,1.6,sector 102,11700.0,1367.52,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,,Moderately Old,flat,,1368.0,,0,0,0,0,0,0,0,683.76
signature global park,0.54,sohna road,6388.0,845.34,Super Built up area 845.3(78.53 sq.m.)Carpet area: 528.3 sq.ft. (49.08 sq.m.),2,2,3,4.0,East,New Property,flat,845.3,,528.3,0,0,0,0,0,0,44,422.67
dlf the primus,1.8,sector 82a,13846.0,1300.01,Super Built up area 1818(168.9 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,10.0,North-East,Relatively New,flat,1818.0,,1300.0,0,1,0,0,0,1,174,433.33666666666664
independent,0.61,sector 4,11111.0,549.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderately Old,house,,61.0,,0,0,0,0,1,0,14,274.5
bptp terra,1.55,sector 37d,8558.0,1811.17,Super Built up area 1811(168.25 sq.m.),3,3,3+,11.0,South,Relatively New,flat,1811.0,,,0,0,0,0,0,0,79,603.7233333333334
signature global park 4,0.82,sector 36,7585.0,1081.08,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,2.0,,New Property,flat,1081.0,,650.0,0,0,0,0,0,0,8,360.35999999999996
signature global synera,0.38,sector 81,9500.0,400.0,Carpet area: 400 (37.16 sq.m.),1,1,2,3.0,South-West,Relatively New,flat,,,400.0,0,0,0,0,0,0,43,400.0
signature global orchard avenue,0.85,sector 93,14237.0,597.04,Built Up area: 597 (55.46 sq.m.),2,2,0,10.0,,Undefined,flat,,597.0,,0,0,0,0,0,0,0,298.52
independent,7.0,sector 50,23333.0,3000.0,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3.0,North-East,Old Property,house,,3400.0,3000.0,0,1,0,0,0,0,118,750.0
bestech park view sanskruti,1.42,sector 92,7760.0,1829.9,Super Built up area 1920(178.37 sq.m.),3,3,2,10.0,East,Relatively New,flat,1920.0,,,0,0,0,0,0,0,117,609.9666666666667
signature global park,0.68,sohna road,8252.0,824.04,Carpet area: 824 (76.55 sq.m.),2,2,2,3.0,,New Property,flat,,,824.0,0,0,0,0,0,0,113,412.02
bestech park view ananda,0.9,sector 81,6618.0,1359.93,Super Built up area 1360(126.35 sq.m.),2,2,3,8.0,,New Property,flat,1360.0,,,0,0,0,0,1,0,60,679.965
bsf chs,0.95,gwal pahari,5937.0,1600.13,Carpet area: 1600 (148.64 sq.m.),3,3,3,13.0,,Old Property,flat,,,1600.0,0,0,0,0,0,0,37,533.3766666666667
bestech park view grand spa,2.3,sector 81,8646.0,2660.19,Super Built up area 2660(247.12 sq.m.)Built Up area: 2280 sq.ft. (211.82 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,7.0,East,Relatively New,flat,2660.0,2280.0,1950.0,0,1,0,0,0,2,49,886.73
chd avenue,1.1,sector 71,6104.0,1802.1,Super Built up area 1802(167.41 sq.m.),3,4,3,3.0,South,Moderately Old,flat,1802.0,,,0,1,0,0,0,0,26,600.6999999999999
siddhartha apartment,0.72,sector 95,3664.0,1965.07,Super Built up area 1965(182.55 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,4.0,East,Relatively New,flat,1965.0,1800.0,1600.0,0,0,0,0,1,0,21,655.0233333333333
independent,1.75,sector 7,11111.0,1575.0,Plot area 1575(146.32 sq.m.),4,2,2,2.0,,Old Property,house,,1575.0,,0,0,0,0,1,0,31,393.75
parsvnath exotica,6.5,sector 53,19174.0,3390.01,Super Built up area 3390(314.94 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,South,Relatively New,flat,3390.0,3000.0,2500.0,1,1,0,1,0,2,174,847.5025
tulip monsella,7.4,sector 53,33198.0,2229.05,Carpet area: 2229 (207.08 sq.m.),4,4,3,21.0,,Under Construction,flat,,,2229.0,0,0,0,0,0,0,35,557.2625
emaar palm heights,2.25,sector 77,11250.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,22.0,,New Property,flat,2000.0,,,0,1,0,0,0,2,42,666.6666666666666
vatika lifestyle homes,1.25,sector 83,6839.0,1827.75,Super Built up area 1827.5(169.78 sq.m.),3,2,1,6.0,South-West,Relatively New,flat,1827.5,,,1,1,1,1,0,1,174,609.25
independent,10.0,sector 24,25543.0,3915.0,Carpet area: 435 (40.41 sq.m.),8,10,3+,1.0,West,Undefined,house,,,435.0,0,0,0,0,0,0,0,489.375
shree vardhman flora,1.27,sector 90,4951.0,2565.14,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,2,9.0,North-East,New Property,flat,2575.0,,1950.0,1,1,0,0,0,0,83,641.285
mapsko casa bella,1.75,sector 82,6903.0,2535.13,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4,5,3+,1.0,West,Undefined,flat,,2535.0,1960.0,0,0,0,0,0,0,54,633.7825
krisumi waterfall residences,3.65,sector 36a,14381.0,2538.07,Super Built up area 2538(235.79 sq.m.),3,3,2,17.0,East,New Property,flat,2538.0,,,0,0,0,0,0,0,31,846.0233333333334
orchid petals,1.95,sector 49,9972.0,1955.48,Super Built up area 1805(167.69 sq.m.),3,3,3,2.0,East,Old Property,flat,1805.0,,,0,0,0,0,0,2,90,651.8266666666667
dlf new town heights,1.99,sector 90,7297.0,2727.15,Carpet area: 2727 (253.35 sq.m.),4,4,3+,9.0,East,Relatively New,flat,,,2727.0,0,1,0,1,0,2,102,681.7875
emaar palm gardens,1.8,sector 83,9474.0,1899.94,Built Up area: 1900 (176.52 sq.m.),3,4,0,9.0,,Undefined,flat,,1900.0,,0,0,0,0,0,0,55,633.3133333333334
independent,4.5,sector 26,33333.0,1350.0,Plot area 150(125.42 sq.m.),5,5,3+,2.0,,Old Property,house,,1350.0,,0,0,0,0,0,0,7,270.0
dlf the primus,2.6,sector 82a,11438.0,2273.12,Super Built up area 2273(211.17 sq.m.)Carpet area: 1340 sq.ft. (124.49 sq.m.),4,4,3+,2.0,East,Relatively New,flat,2273.0,,1340.0,0,0,0,0,1,0,38,568.28
puri emerald bay,2.55,sector 104,10408.0,2450.04,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,5.0,East,Relatively New,flat,2450.0,,2150.0,0,1,0,0,0,0,49,612.51
mapsko mount ville,1.2,sector 79,8052.0,1490.31,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3,3,3,9.0,South,Relatively New,flat,1490.0,,1163.91,1,0,0,0,0,2,104,496.77
dlf new town heights,1.8,sector 91,7679.0,2344.06,Carpet area: 2344 (217.76 sq.m.),4,4,3+,6.0,,Moderately Old,flat,,,2344.0,0,1,0,1,0,0,81,586.015
the close north,2.97,sector 50,11401.0,2605.03,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3+,8.0,North,Moderately Old,flat,2605.0,2600.0,2100.0,0,1,0,0,0,2,174,868.3433333333334
supertech hues,0.93,sector 68,8611.0,1080.01,Carpet area: 1080 (100.34 sq.m.),2,2,2,11.0,,Undefined,flat,,,1080.0,0,0,0,0,0,0,0,540.005
nirvana cedar crest,7.1,sector 50,32870.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2.0,East,Moderately Old,house,,239.0,238.0,1,0,1,1,0,2,110,432.0
emaar mgf emerald floors premier,2.55,sector 65,15454.0,1650.06,Super Built up area 1650(153.29 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,3.0,West,Relatively New,flat,1650.0,,1300.0,1,1,0,0,0,0,21,550.02
awho shanti vihar,0.82,sector 95,9879.0,830.04,Super Built up area 1400(130.06 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),2,2,3+,13.0,East,New Property,flat,1400.0,,830.0,1,0,0,0,0,0,114,415.02
rof aalayas,0.45,sector 102,8404.0,535.46,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14.0,North,Relatively New,flat,597.0,,535.4,0,0,0,0,0,1,57,267.73
rof ananda,0.38,sector 95,5899.0,644.18,Carpet area: 644.12 (59.84 sq.m.),2,2,2,5.0,,Relatively New,flat,,,644.111776,1,0,0,0,0,0,83,322.09
ambience creacions,4.8,sector 22,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4,6,3+,10.0,North-East,New Property,flat,,,2500.0,0,1,0,1,0,1,49,625.0
shree vardhman flora,0.65,sector 90,4814.0,1350.23,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,East,Relatively New,flat,1350.0,,,1,0,0,0,0,0,165,675.115
la vida by tata housing,1.5,sector 113,11755.0,1276.05,Super Built up area 1276(118.54 sq.m.),2,2,2,13.0,,New Property,flat,1276.0,,,0,0,0,0,0,0,60,638.025
international city by sobha phase 1,5.7,sector 109,10556.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,4.0,East,Relatively New,house,,5400.0,,1,1,0,0,0,0,98,1350.0
ats triumph,2.5,sector 104,7936.0,3150.2,Super Built up area 3150(292.64 sq.m.),4,4,3+,14.0,North-East,New Property,flat,3150.0,,,0,1,0,0,0,0,21,787.55
independent,1.1,sector 9,6111.0,1800.0,Plot area 200(18.58 sq.m.),4,3,1,2.0,North-East,Old Property,house,,200.0,,0,0,0,0,0,0,0,450.0
emaar mgf emerald floors premier,2.9,sector 65,14683.0,1975.07,Carpet area: 1975 (183.48 sq.m.),4,4,0,0.0,North,Relatively New,flat,,,1975.0,0,0,1,0,0,0,50,493.7675
shapoorji pallonji joyville gurugram,1.95,sector 102,10529.0,1852.03,Super Built up area 1852(172.06 sq.m.),3,3,3,10.0,North-East,Relatively New,flat,1852.0,,,0,0,0,0,0,0,59,617.3433333333334
gls avenue 51,0.42,sector 92,7106.0,591.05,Carpet area: 591 (54.91 sq.m.),2,2,1,4.0,East,Relatively New,flat,,,591.0,1,0,0,1,0,2,42,295.525
ss the leaf,2.13,sector 85,7574.0,2812.25,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2.0,North,Relatively New,flat,2812.0,2600.0,2200.0,0,0,0,0,0,0,49,703.0625
the center court,2.1,sector 88a,12173.0,1725.13,Super Built up area 2175(202.06 sq.m.)Built Up area: 1745 sq.ft. (162.12 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),4,4,3,0.0,East,New Property,flat,2175.0,1745.0,1725.0,1,1,0,0,0,0,142,431.2825
shree vardhman flora,0.7,sector 90,4615.0,1516.79,Super Built up area 1352(125.6 sq.m.),2,2,3,9.0,North-East,New Property,flat,1352.0,,,1,0,0,0,1,0,51,758.395
godrej frontier,1.6,sector 80,7000.0,2285.71,Super Built up area 2262(210.15 sq.m.),3,3,3,5.0,,Moderately Old,flat,2262.0,,,0,1,0,0,0,0,53,761.9033333333333
on request,1.69,sector 103,9146.0,1847.8,Super Built up area 1845(171.41 sq.m.),3,3,3+,8.0,,Relatively New,flat,1845.0,,,0,0,0,0,0,0,49,615.9333333333333
dlf city phase 1,5.5,sector 26,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,Moderately Old,house,,1800.0,,1,1,0,1,0,0,69,450.0
ireo victory valley,3.05,sector 67,12650.0,2411.07,Super Built up area 2411(223.99 sq.m.)Carpet area: 1688 sq.ft. (156.82 sq.m.),3,3,3+,21.0,South-West,Relatively New,flat,2411.0,,1688.0,0,1,0,0,0,2,157,803.69
apna enclave,0.58,sector 3,6105.0,950.04,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,Old Property,flat,950.0,900.0,744.0,0,0,0,0,0,0,66,475.02
vatika city homes,0.8,sector 83,6060.0,1320.13,Super Built up area 1320(122.63 sq.m.),2,2,2,8.0,East,Moderately Old,flat,1320.0,,,0,0,1,0,0,0,22,660.065
signature the serenas,0.5,sohna road,9406.0,531.58,Carpet area: 531.57 (49.38 sq.m.),2,2,2,6.0,,New Property,flat,,,531.521382,0,0,0,0,0,0,37,265.79
signature global park,0.95,sohna road,7846.0,1210.81,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3+,1.0,,Relatively New,flat,,1210.723472,756.6,0,0,0,0,0,0,46,403.6033333333333
m3m skywalk,2.2,sector 74,10901.0,2018.16,Super Built up area 2018(187.48 sq.m.),3,3,3,12.0,,New Property,flat,2018.0,,,1,0,0,0,0,2,15,672.72
bestech park view grand spa,2.4,sector 81,9022.0,2660.16,Super Built up area 2660(247.12 sq.m.),3,4,3+,8.0,North,New Property,flat,2660.0,,,1,1,0,0,0,2,167,886.7199999999999
vatika emilia floors,0.6,sector 83,5714.0,1050.05,Super Built up area 1050(97.55 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,1.0,South,Relatively New,flat,1050.0,990.0,950.0,0,0,0,0,0,2,167,525.025
pivotal riddhi siddhi,0.72,sector 99,947.0,7602.96,Carpet area: 706,2,2,2,12.0,,Relatively New,flat,,,706.0,0,0,1,0,0,0,31,3801.48
bestech park view ananda,0.95,sector 81,6985.0,1360.06,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13.0,South-East,Relatively New,flat,1360.0,1150.0,894.0,0,0,0,0,0,2,167,680.03
bptp terra,1.17,sector 37d,8297.0,1410.15,Super Built up area 1410(130.99 sq.m.),2,2,2,0.0,North-East,Relatively New,flat,1410.0,,,0,0,0,0,0,0,107,705.075
m3m woodshire,0.8,sector 107,5856.0,1366.12,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,New Property,flat,1366.0,,,0,0,0,0,0,0,67,683.06
paras dews,1.34,sector 106,9550.0,1403.14,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,7.0,South-East,Relatively New,flat,2355.0,1535.0,1403.0,0,1,0,0,0,0,49,350.785
capital residences 360,1.66,sector 70a,8400.0,1976.19,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,8.0,East,New Property,flat,1976.0,1900.0,1500.0,0,1,0,0,0,0,132,658.73
bestech park view residency,1.5,sector 2,7825.0,1916.93,Super Built up area 1920(178.37 sq.m.),3,4,3+,10.0,North-East,Moderately Old,flat,1920.0,,,0,1,0,0,0,0,93,638.9766666666667
la vida by tata housing,2.48,sector 113,14090.0,1760.11,Super Built up area 2217(205.97 sq.m.)Built Up area: 1980 sq.ft. (183.95 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,3,3+,8.0,,New Property,flat,2217.0,1980.0,1760.0,0,1,0,0,0,0,79,586.7033333333333
bptp visionnaire,5.4,sector 70a,20690.0,2610.0,Plot area 290(242.48 sq.m.),4,5,3+,3.0,North,Relatively New,house,,2610.0,,1,1,1,1,0,2,136,652.5
shree vardhman victoria,1.15,sector 70,8518.0,1350.08,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,South-East,Relatively New,flat,1350.0,,,1,0,0,0,1,0,49,675.04
silverglades hightown residences,4.2,sector 43,19767.0,2124.75,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,Under Construction,flat,2150.0,,,0,0,0,0,0,0,42,708.25
tata primanti,3.5,sector 72,11428.0,3062.65,Built Up area: 2625 (243.87 sq.m.),4,5,3+,16.0,East,Relatively New,flat,,2625.0,,0,1,0,0,1,0,31,765.6625
puri diplomatic greens,3.5,sector 111,11864.0,2950.1,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,North-East,Relatively New,flat,2950.0,2700.0,2500.0,0,1,0,0,0,2,49,737.525
independent,3.1,sector 7,13778.0,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2.0,North-West,Old Property,house,,2250.0,,0,0,0,0,0,0,22,750.0
ireo uptown,4.85,sector 66,12999.0,3731.06,Super Built up area 3731(346.62 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3300 sq.ft. (306.58 sq.m.),4,4,3+,15.0,North,Relatively New,flat,3731.0,3500.0,3300.0,1,1,1,1,0,2,156,932.765
shree vardhman flora,0.65,sector 90,4814.0,1350.23,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,West,Relatively New,flat,1350.0,,,1,0,0,0,0,0,174,675.115
krrish provence estate,5.25,gwal pahari,9051.0,5800.46,Super Built up area 5800(538.84 sq.m.),4,5,3+,2.0,North-East,New Property,flat,5800.0,,,1,1,0,1,0,0,49,1450.115
independent,7.0,sector 39,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,Relatively New,house,,7000.0,,0,0,0,1,0,1,38,700.0
ireo uptown,1.5,sector 66,11219.0,1337.02,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,3,3,1.0,South,Relatively New,flat,1337.0,1330.0,1050.0,0,1,0,0,1,2,79,668.51
spaze privy at,1.35,sector 84,9642.0,1400.12,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,7.0,South-East,Relatively New,flat,1918.0,1750.0,1400.0,0,0,0,1,0,0,90,466.70666666666665
m3m the marina,1.0,sector 68,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21.0,,Relatively New,flat,,,800.0,0,0,0,0,0,0,31,400.0
vipul tatvam villa,19.5,sector 48,22222.0,8775.0,Plot area 975(815.22 sq.m.),5,6,3,2.0,North,Moderately Old,house,,8775.0,,1,1,1,1,0,2,110,1755.0
independent,0.7,sector 2,7778.0,900.0,Built Up area: 900 (83.61 sq.m.),1,1,0,1.0,,Undefined,house,,900.0,,0,0,0,0,0,0,0,900.0
saan verdante,2.0,sector 95,10178.0,1965.02,Super Built up area 1965(182.55 sq.m.)Carpet area: 1935 sq.ft. (179.77 sq.m.),3,4,3+,5.0,North,New Property,flat,1965.0,,1935.0,0,1,0,0,0,0,49,655.0066666666667
independent,1.65,sector 9,18333.0,900.0,Built Up area: 900 (83.61 sq.m.),2,3,0,3.0,,Undefined,house,,900.0,,0,0,0,0,0,0,0,450.0
ss the leaf,1.18,sector 85,10727.0,1100.03,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,9.0,North-East,Relatively New,flat,1741.0,1700.0,1100.0,1,0,0,0,0,2,150,550.015
prime habitat,0.27,sector 99a,6049.0,446.35,Carpet area: 448 (41.62 sq.m.),2,2,1,10.0,South,Relatively New,flat,,,448.0,0,0,0,0,0,0,67,223.175
signature global park,0.56,sohna road,6812.0,822.08,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,South,New Property,flat,,,822.0,0,0,0,0,0,0,81,411.04
bestech park view ananda,1.15,sector 81,6927.0,1660.17,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3,2,3+,6.0,South,Relatively New,flat,1660.0,,1282.0,1,0,0,0,0,2,104,553.39
godrej oasis,1.15,sector 88a,7116.0,1616.08,Super Built up area 1616(150.13 sq.m.)Carpet area: 1168 sq.ft. (108.51 sq.m.),2,2,3,14.0,South-East,Relatively New,flat,1616.0,,1168.0,1,0,0,1,0,0,174,808.04
chd avenue,0.98,sector 71,6049.0,1620.1,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately Old,flat,1620.0,,,1,0,0,0,0,0,65,540.0333333333333
paras dews,1.32,sector 106,5605.0,2355.04,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,11.0,South-West,Relatively New,flat,2355.0,1535.0,1403.0,0,1,0,0,0,0,49,588.76
sunischit apartments,1.75,sector 54,7954.0,2200.15,Super Built up area 2200(204.39 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3+,6.0,North-East,Moderately Old,flat,2200.0,2100.0,2000.0,0,1,0,0,0,2,126,733.3833333333333
bestech park view ananda,0.87,sector 81,7951.0,1094.2,Super Built up area 1360(126.35 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2,2,3,8.0,West,Relatively New,flat,1360.0,1300.0,1094.0,0,0,0,0,0,2,95,547.1
ireo victory valley,2.95,sector 67,12110.0,2436.0,Super Built up area 2436(226.31 sq.m.)Built Up area: 2236 sq.ft. (207.73 sq.m.)Carpet area: 2036 sq.ft. (189.15 sq.m.),3,3,3+,14.0,South,Moderately Old,flat,2436.0,2236.0,2036.0,0,1,0,1,0,2,165,812.0
bestech park view residency,0.95,sector 2,6709.0,1416.01,Carpet area: 1416 (131.55 sq.m.),2,2,3,10.0,North-East,Old Property,flat,,,1416.0,0,0,0,0,0,2,88,708.005
m3m urbana,0.95,sector 67,10895.0,871.96,Built Up area: 826 (76.74 sq.m.),1,1,1,17.0,South-West,Relatively New,flat,,826.0,,0,0,0,0,0,0,49,871.96
shree krishna homes,0.48,sector 104,5556.0,864.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,1.0,North-East,New Property,house,,795.0,720.0,1,0,0,1,1,0,44,432.0
mvn athens,0.25,sohna road,5189.0,481.79,Carpet area: 481.73 (44.75 sq.m.),2,2,1,0.0,North,Relatively New,flat,,,481.684525,0,0,0,1,0,0,90,240.895
