price,sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
19.0,sector 66,5,6,3+,Relatively New,house,6667.0,1,1,2,Medium,Mid Floor
0.63,sector 82,2,2,3+,Relatively New,flat,1026.0,0,0,0,Medium,Low Floor
2.01,sector 1,4,4,3+,Moderately Old,flat,1956.0,0,0,1,Low,Mid Floor
1.14,sector 106,3,4,3,Relatively New,flat,1305.0,1,0,0,Low,Mid Floor
3.6,sector 110,4,5,3,Relatively New,flat,3077.0,1,0,0,High,Mid Floor
0.9,sector 10a,2,2,3,New Property,flat,1086.0,0,0,0,Medium,Mid Floor
0.3,sector 51,1,1,2,Old Property,flat,459.0,0,0,0,Low,Low Floor
15.5,sector 25,5,6,3+,Moderately Old,house,4518.0,1,1,0,Medium,Mid Floor
0.84,sector 84,3,3,3+,New Property,flat,1561.0,0,0,0,Medium,Mid Floor
13.0,sector 25,6,8,3+,Relatively New,house,2844.0,1,1,1,Low,Low Floor
1.67,sector 37d,4,4,3,Relatively New,flat,2091.0,0,0,2,Medium,High Floor
0.4,sector 104,2,2,1,Relatively New,flat,514.0,0,0,0,Medium,Mid Floor
2.01,sector 79,3,4,3+,Relatively New,flat,2141.0,1,0,0,High,Mid Floor
1.1,sector 70a,2,2,2,Relatively New,flat,1312.0,0,0,0,Low,Mid Floor
5.0,sector 53,3,4,3,Old Property,flat,3222.0,1,0,2,Low,Mid Floor
2.4,sector 103,4,6,3+,Relatively New,flat,2456.0,1,0,0,High,High Floor
1.25,sector 106,3,4,3+,Relatively New,flat,1186.0,1,0,0,High,Mid Floor
8.2,sector 48,3,3,2,Moderately Old,house,3240.0,1,0,1,High,Low Floor
1.38,sector 109,3,3,1,Moderately Old,flat,2419.0,0,0,0,Low,Mid Floor
2.95,sector 2,4,4,3+,Old Property,house,1845.0,0,0,0,Low,Low Floor
0.67,sector 85,2,2,2,Relatively New,flat,1250.0,0,0,2,High,Mid Floor
0.9,sector 86,3,3,2,New Property,flat,1690.0,0,0,0,Low,Mid Floor
2.98,sector 17,2,6,3+,Relatively New,house,1449.0,0,0,0,Medium,Mid Floor
2.0,dwarka expressway,3,3,3,New Property,flat,1357.0,0,0,0,Low,Mid Floor
1.5,sector 89,3,3,3,Relatively New,flat,1923.0,1,0,0,Medium,Mid Floor
8.5,sector 63,4,4,3+,New Property,house,3950.0,0,0,0,Medium,High Floor
0.26,sohna road,1,1,1,New Property,flat,438.0,0,0,0,Low,Mid Floor
1.9,sector 92,4,4,3+,Relatively New,flat,1920.0,1,0,0,Low,Mid Floor
0.29,sector 107,2,2,2,Relatively New,flat,543.0,0,0,0,Low,Mid Floor
2.3,sector 85,4,4,3+,Relatively New,flat,2545.0,1,0,0,Low,Mid Floor
0.75,sector 92,2,2,3,Relatively New,house,959.0,0,0,0,Low,Low Floor
0.8,sector 68,2,2,3+,New Property,flat,1180.0,0,0,2,Low,High Floor
1.55,sector 74,2,2,3+,Relatively New,flat,1300.0,0,0,0,Medium,High Floor
2.5,sector 81,3,3,2,Relatively New,flat,2130.0,1,0,1,Medium,Mid Floor
0.95,sector 92,4,3,3,New Property,flat,1765.0,0,0,0,Low,High Floor
1.05,sector 104,3,4,3+,Relatively New,flat,2000.0,1,0,2,Medium,Mid Floor
5.75,sector 48,4,4,2,Moderately Old,house,2592.0,1,0,0,Low,Low Floor
2.0,sector 109,4,4,2,Relatively New,flat,2380.0,1,0,0,Medium,High Floor
6.0,sector 2,5,6,3+,Old Property,house,2430.0,0,0,2,Low,Mid Floor
0.7,sohna road,3,3,3,Relatively New,flat,1281.0,0,0,0,High,Low Floor
0.43,sector 15,2,2,1,Relatively New,flat,856.0,0,0,2,Low,Low Floor
0.24,sector 36,1,1,1,New Property,flat,458.0,0,0,2,Medium,Mid Floor
8.25,sector 43,5,6,3+,Moderately Old,house,2700.0,1,1,2,Medium,Mid Floor
0.99,sector 37c,3,5,3+,Relatively New,flat,1400.0,1,0,0,Low,Mid Floor
4.5,sector 26,3,3,2,Old Property,house,1350.0,0,0,2,Medium,Low Floor
8.35,sector 62,4,6,3,Relatively New,flat,3872.0,1,0,0,High,High Floor
2.2,sector 14,3,4,3+,Old Property,flat,1956.0,0,0,0,Low,Mid Floor
1.8,sector 107,3,4,3+,Relatively New,flat,1837.0,1,0,0,Medium,Low Floor
1.7,sector 68,4,4,3,New Property,flat,1809.0,0,0,0,Low,Low Floor
1.35,sector 103,3,3,3+,Relatively New,flat,1620.0,0,0,2,High,Mid Floor
1.46,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,2,High,Low Floor
3.1,sector 72,4,5,3+,Moderately Old,flat,3374.0,1,1,0,Medium,Mid Floor
1.08,sector 77,3,4,3+,Relatively New,flat,1810.0,1,0,2,High,Mid Floor
17.0,sector 26,5,6,3,Old Property,house,4518.0,1,1,2,Medium,Low Floor
0.9,sector 108,2,3,3,Relatively New,flat,978.23,1,0,0,Medium,Low Floor
1.91,sector 102,3,4,2,Relatively New,flat,1587.0,1,0,2,High,High Floor
1.54,sector 74,2,2,3+,Relatively New,flat,1200.0,0,0,0,Medium,High Floor
1.6,sector 61,2,2,2,New Property,flat,1278.0,0,0,0,Medium,Mid Floor
0.37,sector 95,3,2,1,Relatively New,flat,716.0,0,0,2,Medium,Mid Floor
6.8,sector 109,4,5,3,Relatively New,house,5400.0,1,0,0,Low,Low Floor
1.58,sector 61,2,2,2,New Property,flat,1278.0,0,0,0,Low,Mid Floor
1.28,gwal pahari,3,3,3,Relatively New,flat,1489.0,0,0,2,Low,Low Floor
0.6,manesar,3,2,2,Moderately Old,flat,1277.0,0,0,0,Medium,Mid Floor
1.62,sector 67a,3,3,2,New Property,flat,1346.0,0,1,2,Medium,Mid Floor
1.2,sector 85,2,2,3,Relatively New,flat,1300.0,0,0,2,High,Mid Floor
11.0,sector 50,4,4,3+,Moderately Old,house,2700.0,1,0,2,Medium,Low Floor
4.5,sector 49,8,8,3,Moderately Old,house,2880.0,1,1,1,High,Mid Floor
0.92,sector 4,1,4,3,Moderately Old,house,603.0,0,0,0,Low,Mid Floor
6.5,sector 43,4,4,3+,Moderately Old,flat,2712.0,1,0,0,Low,Mid Floor
4.3,sector 38,3,9,3+,Relatively New,house,1494.0,0,0,2,Low,Mid Floor
0.8,sector 49,1,1,1,Moderately Old,flat,720.0,0,0,0,Low,Low Floor
7.0,gwal pahari,4,4,3+,Relatively New,flat,5430.0,1,0,0,Medium,Mid Floor
4.45,sector 49,6,6,3,Moderately Old,house,2880.0,1,1,1,High,Mid Floor
0.54,sector 84,2,2,3+,Relatively New,flat,1086.0,0,0,0,Medium,High Floor
1.25,sector 90,3,3,2,Relatively New,flat,1578.0,0,0,0,Low,High Floor
0.98,sector 107,2,2,3,Relatively New,flat,1281.0,0,0,2,High,Mid Floor
2.65,sector 65,3,3,3,Relatively New,flat,1650.06,1,0,0,Low,Mid Floor
1.5,sector 77,3,3,3,Relatively New,flat,1310.0,0,0,2,Medium,Mid Floor
2.75,sector 43,3,4,3+,Moderately Old,flat,2222.0,1,0,2,Low,Mid Floor
1.28,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,2,Low,High Floor
1.4,sector 33,3,3,3,Under Construction,flat,588.0,0,0,0,Medium,Low Floor
6.0,sector 12,9,9,3+,Old Property,house,9000.0,0,0,0,Low,Mid Floor
0.35,sector 12,2,1,0,Old Property,house,360.0,0,0,0,Low,Low Floor
0.35,sector 84,2,2,1,Relatively New,flat,528.0,0,0,0,Low,Mid Floor
1.35,sohna road road,5,5,3+,Relatively New,house,1350.0,0,0,0,Low,Mid Floor
3.45,sector 48,4,4,3+,Moderately Old,flat,3000.0,0,0,0,Low,Low Floor
0.42,sector 12,3,3,0,New Property,house,567.0,0,0,0,Low,Low Floor
1.2,sector 78,1,2,2,Under Construction,flat,823.0,0,0,0,Low,High Floor
2.29,sector 108,4,5,3+,Relatively New,flat,2779.0,1,0,2,Medium,Mid Floor
1.3,sector 82,4,4,3+,Relatively New,flat,1774.0,1,0,0,Medium,Low Floor
1.1,sector 37d,3,3,2,Under Construction,flat,1439.0,0,0,0,Low,Low Floor
2.0,sector 103,4,5,3+,New Property,flat,2416.0,1,0,0,Low,High Floor
9.0,sector 26,5,5,2,Old Property,house,2700.0,1,1,1,Medium,Mid Floor
2.0,sector 65,3,3,3,Relatively New,flat,1833.0,1,0,2,Medium,Low Floor
0.48,sector 7,3,2,1,New Property,flat,889.0,0,0,0,Low,Low Floor
3.45,sector 111,4,5,3+,Relatively New,flat,2670.0,1,0,0,Medium,Mid Floor
3.6,sector 46,5,5,3+,Moderately Old,house,1449.0,1,0,2,Medium,Mid Floor
0.65,sector 4,4,2,2,Moderately Old,house,585.0,0,0,0,Low,Low Floor
1.19,sector 69,2,3,1,Relatively New,flat,1500.0,0,0,2,High,Low Floor
2.5,sector 65,3,3,3,Relatively New,flat,1493.0,1,0,0,Low,Mid Floor
2.5,sector 102,4,5,3+,Relatively New,flat,2600.0,1,0,2,High,Mid Floor
1.0,sector 77,2,2,2,New Property,flat,1489.0,0,0,0,Medium,Mid Floor
0.27,sector 99a,2,2,1,New Property,flat,552.0,0,0,0,Low,Mid Floor
2.24,sector 61,3,3,2,New Property,flat,1402.0,0,0,0,Medium,Mid Floor
1.25,sector 90,3,3,3+,Relatively New,flat,1700.0,1,0,0,Medium,High Floor
1.5,sector 86,3,3,1,Relatively New,flat,1719.0,0,0,0,Low,High Floor
1.26,sector 90,3,3,3,Relatively New,flat,1603.0,0,0,2,Low,Mid Floor
1.84,sector 85,3,4,3,Relatively New,flat,2026.0,0,0,0,High,Mid Floor
0.45,sector 95,2,2,2,New Property,flat,571.0,0,0,0,Low,High Floor
0.65,sector 2,2,2,1,Moderately Old,house,1125.0,0,1,0,Low,Low Floor
4.0,sector 110,4,4,3,New Property,flat,3350.0,0,0,0,Medium,High Floor
10.56,sector 50,5,5,3,Moderately Old,house,3240.0,1,0,0,Low,Mid Floor
0.75,sector 7,3,5,3,Moderately Old,house,600.0,0,0,0,Low,Mid Floor
2.55,sector 22,3,3,3,Relatively New,flat,1860.09,0,0,1,Low,Mid Floor
6.5,sector 112,4,5,3,Relatively New,flat,4800.0,0,0,0,Medium,High Floor
0.24,sohna road,1,1,2,New Property,flat,360.0,0,0,0,Medium,Low Floor
13.2,sector 65,4,4,3,Moderately Old,flat,12222.0,1,0,0,Medium,High Floor
2.0,sector 70,4,5,3+,Relatively New,flat,2172.0,1,0,2,Low,Low Floor
5.2,sector 65,3,3,3,Relatively New,flat,2696.0,1,0,2,Medium,High Floor
2.65,sector 41,3,3,3,New Property,house,1400.0,1,0,2,Low,Mid Floor
5.15,sector 48,3,3,3+,Moderately Old,flat,2364.0,1,0,1,Medium,Mid Floor
0.42,sector 86,2,2,1,New Property,flat,557.0,1,0,0,Medium,Low Floor
1.0,sector 28,1,1,1,Old Property,flat,995.0,0,0,2,Medium,Low Floor
1.4,sector 82,3,3,2,New Property,house,1700.0,0,0,0,Medium,Mid Floor
3.8,sector 57,2,8,3+,Relatively New,house,1458.0,0,1,2,Medium,Mid Floor
9.0,sector 66,4,4,3+,Relatively New,house,5200.0,1,1,2,Medium,Low Floor
2.75,sector 48,3,4,3+,Moderately Old,flat,2574.0,0,0,0,Low,Mid Floor
2.2,sector 81,3,3,3+,Relatively New,flat,1570.0,1,0,1,Low,Mid Floor
2.52,sector 70a,3,4,3,Relatively New,flat,2127.0,1,0,0,High,Mid Floor
2.6,sector 104,4,4,3+,Relatively New,flat,2851.0,1,0,0,Medium,High Floor
0.49,sector 81,2,2,3,Relatively New,flat,700.0,0,0,0,Medium,Mid Floor
1.69,sector 79,3,3,2,Relatively New,flat,1795.0,0,0,0,Medium,Mid Floor
3.0,sector 66,4,5,3+,Relatively New,flat,2100.11,1,0,2,Low,Mid Floor
9.5,sector 43,5,5,3+,Relatively New,house,2250.0,1,0,2,Medium,Low Floor
1.25,sector 83,4,4,3,Moderately Old,flat,1970.0,1,0,0,Medium,High Floor
1.55,sector 102,3,4,3,Relatively New,flat,1315.0,1,0,2,High,Mid Floor
2.1,sector 70a,3,2,1,New Property,house,667.0,0,0,0,Low,Mid Floor
2.95,sector 109,4,4,3+,Relatively New,flat,3150.0,1,1,2,High,Mid Floor
0.8,sector 89,2,3,3,Under Construction,flat,1502.0,0,0,0,Medium,Mid Floor
1.93,sector 86,3,4,3,Relatively New,flat,2068.0,1,0,0,Medium,High Floor
1.4,sector 37d,3,3,3,Relatively New,flat,1711.0,0,0,2,Medium,Mid Floor
15.0,sector 26,4,4,3,Moderately Old,house,4500.0,1,1,2,Low,Mid Floor
1.0,sector 79,2,2,2,Relatively New,flat,1300.0,0,0,0,Low,Mid Floor
3.75,sector 49,2,6,3+,Moderately Old,house,1467.0,0,0,2,Low,Mid Floor
3.4,sector 67,3,4,3,Relatively New,flat,2016.0,1,0,2,High,High Floor
1.41,sector 61,2,2,2,Under Construction,flat,1150.0,0,0,0,Medium,Low Floor
12.0,sector 66,5,6,3+,New Property,house,3150.0,1,0,0,Low,Mid Floor
1.26,sector 37c,3,3,3,New Property,flat,1400.0,0,0,0,Low,Mid Floor
1.95,sector 65,2,2,3,Under Construction,flat,1141.0,0,0,0,Low,High Floor
1.34,sector 103,3,3,3+,Relatively New,flat,1725.0,1,1,2,Low,High Floor
1.35,sector 79,2,2,3,New Property,flat,1350.0,0,0,2,Medium,Mid Floor
1.55,sector 37d,4,3,3+,Relatively New,flat,2100.0,0,0,2,Medium,High Floor
0.42,sector 63a,3,2,2,Under Construction,flat,630.0,0,0,0,Low,Low Floor
1.25,sector 108,3,3,3,Relatively New,flat,1500.0,1,0,0,High,Low Floor
7.0,sector 109,5,6,2,Relatively New,house,5400.0,1,0,0,High,Low Floor
3.5,sector 22,3,4,3+,New Property,flat,2000.0,1,0,2,Medium,Mid Floor
3.85,sector 7,4,4,3,Old Property,house,2628.0,0,0,0,Low,Mid Floor
10.0,sector 25,5,6,3,Old Property,house,2700.0,1,1,2,Medium,Mid Floor
1.55,sector 56,3,3,3+,Moderately Old,flat,1810.0,1,0,2,Low,Mid Floor
6.5,sector 109,4,4,3+,New Property,house,5400.0,1,0,2,High,Low Floor
2.51,sector 113,3,3,3+,Under Construction,flat,1695.95,0,0,0,Low,Low Floor
3.29,sector 112,3,3,3+,Relatively New,flat,2225.56,1,0,2,High,Low Floor
1.1,sohna road,2,2,3+,Relatively New,flat,1319.0,0,0,2,Low,High Floor
9.0,sector 28,6,7,3+,Moderately Old,house,3240.0,1,1,0,Medium,Mid Floor
0.56,sector 95,2,2,2,Relatively New,flat,1234.0,0,0,2,Medium,Mid Floor
1.55,sector 56,3,3,3+,Moderately Old,flat,1900.0,1,0,2,Medium,Mid Floor
0.22,sohna road,1,1,1,Relatively New,flat,477.809521,0,0,2,Low,Mid Floor
1.25,sector 82a,3,2,3,Relatively New,flat,1667.0,0,0,2,Medium,Low Floor
1.0,sector 37d,3,5,3,Under Construction,flat,1833.0,1,0,0,Low,High Floor
1.8,sector 102,3,3,3,Relatively New,flat,1531.0,0,0,0,Low,Mid Floor
1.6,sector 39,1,1,2,Old Property,house,892.0,0,0,0,Low,Low Floor
7.99,sector 112,4,6,3,New Property,house,6382.0,1,1,2,Medium,Low Floor
1.51,sector 2,3,4,3+,Moderately Old,flat,1738.0,1,0,0,Medium,Mid Floor
1.2,dwarka expressway,3,3,3+,Under Construction,flat,1940.0,1,0,0,Low,Mid Floor
0.4,sector 107,2,2,1,Relatively New,flat,577.0,0,0,2,Medium,Mid Floor
1.98,sector 85,3,4,3,Relatively New,flat,2300.0,0,0,0,Low,Mid Floor
2.1,sector 43,10,10,3+,New Property,house,549.0,1,0,0,Low,Mid Floor
2.3,sector 4,4,4,3,Old Property,house,160.0,0,0,2,Low,Low Floor
0.8,sector 11,3,2,0,Old Property,flat,1403.0,0,0,0,Low,Low Floor
1.95,sector 102,3,3,3,New Property,flat,1465.0,0,1,0,Medium,High Floor
3.49,sector 57,4,4,2,Moderately Old,house,1728.0,1,0,2,Low,Mid Floor
0.83,sohna road,3,2,2,New Property,flat,1244.0,0,0,0,Low,Low Floor
0.3,sector 103,1,2,2,New Property,flat,402.0,0,0,0,Low,Mid Floor
0.96,sector 111,2,2,1,Under Construction,flat,1338.0,0,0,0,Medium,Mid Floor
2.7,sector 50,3,3,3+,Moderately Old,flat,2357.0,1,0,0,Medium,Mid Floor
0.27,sector 95,2,2,0,New Property,flat,758.0,0,0,0,Low,Low Floor
1.55,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,2,High,Mid Floor
0.97,sector 102,2,2,2,Relatively New,flat,828.0,0,0,0,Medium,High Floor
2.0,sector 65,2,2,2,Relatively New,flat,1433.0,0,0,0,Low,High Floor
3.0,sector 63,3,3,3+,Relatively New,flat,1641.95,1,0,2,Low,High Floor
2.62,sector 104,4,4,3+,Relatively New,flat,2851.0,1,0,0,High,High Floor
1.63,sector 70,3,3,3,New Property,flat,1527.0,1,0,0,Low,Mid Floor
1.04,sector 83,3,2,2,Moderately Old,flat,1500.0,0,0,0,Medium,Low Floor
1.63,sector 70,3,5,3,Relatively New,flat,1527.0,1,0,0,Low,High Floor
1.45,sector 68,3,2,3+,New Property,flat,1365.0,0,0,0,Low,Mid Floor
0.35,sector 107,2,2,2,Relatively New,flat,608.0,0,0,0,Low,Mid Floor
3.65,sector 57,6,6,2,Moderately Old,house,3450.0,1,1,1,High,Mid Floor
1.59,sector 2,3,4,3+,Moderately Old,flat,1738.0,1,0,0,Medium,High Floor
4.0,sector 56,4,4,3+,Relatively New,house,1503.0,0,0,2,Low,Low Floor
1.75,sector 109,3,3,3,Relatively New,flat,1550.0,0,0,2,Low,Mid Floor
1.2,sector 33,2,2,2,Under Construction,flat,1492.0,0,0,0,Medium,Low Floor
3.3,sector 110,4,5,3,Relatively New,flat,3032.0,1,0,0,Medium,Mid Floor
0.9,sector 85,4,4,3,Moderately Old,flat,1575.0,0,0,2,Low,Mid Floor
0.55,sector 3 phase 2,2,2,1,Relatively New,flat,778.0,0,0,2,Medium,Mid Floor
4.75,sector 1,6,7,0,Moderately Old,house,4500.0,0,0,0,Low,Mid Floor
2.0,sector 49,4,3,3+,Old Property,flat,2492.0,0,0,0,Medium,Mid Floor
0.35,sector 84,2,2,1,Relatively New,flat,531.0,0,1,0,Medium,Mid Floor
3.5,sector 67,3,4,3,Relatively New,flat,2490.0,1,0,2,Medium,High Floor
0.95,sector 2,2,2,3,Moderately Old,flat,1281.0,0,0,2,Medium,Low Floor
6.5,sector 62,4,4,3+,Moderately Old,flat,3925.0,0,0,0,Medium,Mid Floor
0.56,gwal pahari,2,2,1,Old Property,flat,1028.0,0,0,2,Low,High Floor
0.3,sohna road,2,2,1,New Property,flat,650.0,0,0,0,Medium,High Floor
0.8,sector 78,3,2,2,Moderately Old,flat,1472.0,0,0,0,Medium,Mid Floor
1.6,sector 21,5,5,2,Relatively New,house,120.0,0,0,0,Low,Mid Floor
0.29,sohna road,2,2,1,Relatively New,flat,743.0,0,0,0,Low,Mid Floor
0.93,sector 85,3,3,3,Relatively New,flat,1587.0,0,0,0,Low,Mid Floor
0.42,sector 36,2,2,1,New Property,flat,590.0,0,0,0,Low,Mid Floor
0.95,sector 86,3,2,1,New Property,flat,1878.0,0,0,0,Low,Mid Floor
1.2,sector 85,3,4,2,Relatively New,flat,1650.0,1,0,0,Low,Mid Floor
5.0,sector 2,6,4,0,Moderately Old,house,4000.0,0,0,0,Low,Mid Floor
8.0,sector 57,5,4,3,Relatively New,house,2700.0,1,0,0,Low,Low Floor
0.98,sector 2,2,2,3,Moderately Old,flat,1416.0,0,0,0,Medium,High Floor
0.31,sector 81,1,1,1,Relatively New,flat,366.0,0,0,1,Medium,High Floor
11.0,sector 43,5,6,3+,New Property,house,4050.0,1,0,2,High,Mid Floor
1.4,sector 21,5,4,2,Moderately Old,flat,2172.0,0,0,0,Low,Low Floor
1.49,sector 37d,3,3,3,Relatively New,flat,1707.0,0,0,0,Low,High Floor
1.2,sector 103,2,2,3,Moderately Old,flat,1288.0,0,0,0,Low,Mid Floor
0.99,sohna road,2,2,2,Under Construction,flat,1045.0,0,0,0,Low,Mid Floor
1.55,sector 33,3,4,1,Relatively New,flat,1421.0,1,0,0,Low,Low Floor
2.85,sector 65,3,3,3,Under Construction,flat,1828.09,0,0,2,Medium,High Floor
1.7,sector 12,1,1,2,Old Property,house,2000.0,0,0,0,Low,Low Floor
1.21,sector 90,3,3,3+,Relatively New,flat,1929.0,1,0,0,Medium,Mid Floor
1.69,sector 54,3,3,3+,Old Property,flat,1991.0,1,0,2,Medium,Mid Floor
2.4,sector 47,3,3,0,Moderately Old,flat,2667.0,0,0,2,Low,Low Floor
1.65,sector 109,3,3,3,Relatively New,flat,1650.0,0,1,2,High,High Floor
3.45,sector 111,4,5,3+,Relatively New,flat,2670.0,1,0,0,Medium,Mid Floor
6.25,sector 109,4,4,3+,Relatively New,house,5400.0,1,0,0,Medium,Low Floor
4.6,sector 55,3,3,3+,Old Property,house,2160.0,1,1,2,Low,Low Floor
1.7,sector 66,2,2,2,Relatively New,flat,1072.0,0,0,0,Medium,Mid Floor
9.54,sector 28,6,5,3+,New Property,house,3240.0,1,1,0,High,Mid Floor
1.85,sector 113,3,2,2,New Property,flat,1429.0,0,0,0,Low,Mid Floor
0.99,sector 37c,3,3,1,New Property,flat,1643.0,1,0,0,Low,Mid Floor
2.5,sector 11,5,4,3,Old Property,house,1850.0,0,1,0,Low,Low Floor
5.6,sector 106,5,4,3+,New Property,house,4000.0,1,1,0,High,High Floor
0.8,sector 2,3,2,3,Moderately Old,flat,1440.0,0,0,0,Low,Mid Floor
6.5,sector 53,3,4,3+,Old Property,flat,2683.0,0,0,0,Medium,Low Floor
0.8,sector 10a,2,3,2,New Property,flat,1389.0,0,0,0,Low,Mid Floor
2.25,sector 104,3,4,3+,Relatively New,flat,2303.0,1,0,2,High,Mid Floor
1.37,sector 56,3,3,3+,Old Property,flat,1450.0,0,0,0,High,Low Floor
7.0,sector 26,5,5,2,Relatively New,house,1783.0,1,0,0,Low,Mid Floor
1.55,sector 2,3,4,3+,Old Property,flat,1738.0,1,0,0,Medium,Mid Floor
18.0,sector 26,5,4,3+,Moderately Old,house,4518.0,1,1,2,Medium,Mid Floor
1.05,sector 89,2,2,2,Under Construction,flat,1103.0,0,0,0,Low,Mid Floor
1.42,sector 90,4,4,3+,Moderately Old,flat,2139.0,1,1,0,Low,Mid Floor
0.92,sector 84,3,3,3,Relatively New,flat,1652.0,0,0,0,Medium,Low Floor
0.45,sector 88a,2,2,1,New Property,flat,694.0,0,0,0,Low,Mid Floor
1.26,sector 90,3,3,2,Relatively New,flat,1650.0,0,0,0,Low,High Floor
1.1,sector 102,2,2,1,Relatively New,flat,915.0,0,0,0,Low,Mid Floor
5.0,sector 48,7,7,3,Moderately Old,house,2340.0,0,0,2,Low,Low Floor
1.28,sector 81,3,3,3,Moderately Old,flat,1982.0,1,0,2,Low,Low Floor
5.75,sector 109,4,4,2,Relatively New,house,4800.0,1,0,0,Medium,Mid Floor
0.87,sector 106,2,2,3+,New Property,flat,1120.0,0,0,0,High,Low Floor
1.6,sector 67a,3,3,2,New Property,flat,1346.0,0,1,2,Medium,Mid Floor
4.86,sector 54,3,4,3+,Relatively New,flat,1875.0,1,0,2,Low,Mid Floor
0.95,sector 3 phase 3 extension,4,3,2,Old Property,house,1070.0,0,0,0,Low,Low Floor
1.14,sector 85,2,2,3,Relatively New,flat,1484.0,0,0,0,Medium,Mid Floor
0.27,sector 7,2,2,1,Moderately Old,house,225.0,0,0,0,Low,Low Floor
0.95,sector 71,2,2,2,Moderately Old,flat,1084.0,0,0,2,Medium,Mid Floor
2.7,sector 12,4,3,3,Old Property,flat,3150.0,0,0,0,Low,Mid Floor
6.15,sector 65,3,5,3+,Relatively New,flat,4271.0,1,0,1,Low,Low Floor
1.38,sector 69,3,3,1,Relatively New,flat,1709.0,0,0,0,High,High Floor
1.1,sector 84,3,3,2,Relatively New,flat,1584.0,0,0,0,Medium,Mid Floor
8.4,sector 48,4,5,3+,Moderately Old,house,4000.0,1,0,2,Low,Low Floor
1.0,sector 82,2,2,2,Relatively New,flat,1299.0,0,0,0,Medium,High Floor
1.52,sector 74,2,2,3,Relatively New,flat,1250.0,0,1,0,High,Mid Floor
1.37,sector 69,3,3,1,Relatively New,flat,1392.0,0,0,0,Medium,High Floor
2.07,sector 69,3,3,3,Relatively New,flat,1640.0,0,0,0,Low,High Floor
1.25,sector 79,3,3,3+,Relatively New,flat,1656.0,0,0,2,Low,High Floor
1.4,sector 102,2,2,2,New Property,flat,1166.0,0,0,2,Low,High Floor
1.1,sector 4,4,4,3+,Old Property,house,1800.0,0,0,0,Low,Low Floor
2.0,sector 102,3,3,3+,Relatively New,flat,1456.0,0,1,0,Medium,Low Floor
1.48,sector 74,2,2,3,Relatively New,flat,1300.0,0,1,0,High,High Floor
2.41,sector 61,3,3,3,New Property,flat,1630.0,0,0,2,Medium,Low Floor
3.4,sector 25,4,4,3,Old Property,flat,2744.0,1,0,0,Low,Low Floor
4.25,sector 48,4,5,3+,Moderately Old,flat,4120.0,0,0,2,Medium,High Floor
1.6,sector 70a,2,2,2,Moderately Old,flat,1416.0,0,0,0,Medium,High Floor
1.54,sector 102,3,3,3,Relatively New,flat,1315.0,1,0,0,Medium,High Floor
2.45,sector 81,3,3,2,Relatively New,flat,1800.0,1,0,2,High,Mid Floor
0.55,sector 23,2,2,1,Moderately Old,flat,995.0,0,0,2,Low,Low Floor
3.35,sector 2,4,4,3+,New Property,flat,5000.0,0,0,0,Medium,Low Floor
1.05,sector 85,2,2,3,Relatively New,flat,1484.0,0,0,0,Low,Mid Floor
0.65,sector 90,2,2,3,Relatively New,flat,1222.0,0,0,0,Medium,Mid Floor
1.8,sector 47,4,4,3+,Moderately Old,flat,2857.0,0,1,2,Medium,Mid Floor
0.5,sector 107,3,2,2,Relatively New,flat,717.0,0,0,0,Low,Mid Floor
2.25,sector 65,3,3,3+,Relatively New,flat,1493.0,1,0,0,High,Mid Floor
0.28,sohna road,2,2,2,New Property,flat,588.0,0,0,0,Low,High Floor
2.9,sector 108,3,4,2,Relatively New,flat,2003.04,0,0,0,Medium,High Floor
0.9,sector 84,3,3,3,Relatively New,flat,1833.0,1,0,0,Medium,High Floor
2.23,sector 49,3,3,3,Relatively New,flat,1840.0,0,0,0,Low,High Floor
1.2,sector 79,3,3,3,Relatively New,flat,1348.0,0,0,2,Low,High Floor
3.87,sector 61,3,4,3+,Under Construction,flat,2250.0,1,0,0,Medium,High Floor
1.42,sector 106,4,6,3+,Relatively New,flat,2131.0,1,0,0,Medium,High Floor
1.3,sector 30,3,3,2,Old Property,flat,1401.0,0,0,0,Low,Low Floor
1.32,sector 68,2,2,2,New Property,flat,1460.0,0,0,0,Low,Mid Floor
2.55,sector 79,4,5,2,New Property,flat,2675.0,1,0,0,Low,Mid Floor
1.25,sector 90,3,4,3+,Old Property,flat,1608.0,1,0,1,Low,Low Floor
1.3,sector 99a,3,3,0,New Property,flat,1997.0,0,0,0,Low,High Floor
1.6,sector 82,4,4,3+,Moderately Old,house,2425.0,1,0,0,Medium,High Floor
0.53,sector 70,2,2,2,Under Construction,flat,991.0,0,0,0,Low,Mid Floor
1.75,sector 70,3,4,2,Relatively New,flat,1950.0,1,0,0,Low,High Floor
1.2,sector 77,3,3,3,Relatively New,flat,1822.0,0,0,0,Low,High Floor
1.25,sector 37d,3,3,3,Under Construction,flat,2283.0,0,0,0,Low,Mid Floor
3.3,sector 72,3,4,3+,New Property,flat,2185.14,1,0,1,High,High Floor
5.65,sector 23,7,7,3+,Moderately Old,house,5000.0,1,0,0,Medium,Low Floor
